ticker,start,end,others
NVDA,04.05.2024,20.11.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,04.05.2025,20.11.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,04.06.2024,21.12.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,04.06.2025,21.12.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,04.07.2024,20.01.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,04.08.2024,20.02.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,04.09.2024,23.03.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,04.10.2024,22.04.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,04.11.2024,23.05.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,04.12.2024,22.06.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,05.01.2024,23.07.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,05.01.2025,24.07.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,05.02.2024,23.08.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,05.02.2025,24.08.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,05.03.2024,21.09.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,05.03.2025,21.09.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,05.04.2024,22.10.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,05.04.2025,22.10.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,05.05.2024,21.11.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,05.05.2025,21.11.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,05.06.2024,22.12.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,05.06.2025,22.12.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,05.07.2024,21.01.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,05.08.2024,21.02.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,05.09.2024,24.03.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,05.10.2024,23.04.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,05.11.2024,24.05.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,05.12.2024,23.06.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,06.01.2024,24.07.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,06.01.2025,25.07.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,06.02.2024,24.08.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,06.02.2025,25.08.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,06.03.2024,22.09.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,06.03.2025,22.09.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,06.04.2024,23.10.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,06.04.2025,23.10.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,06.05.2024,22.11.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,06.05.2025,22.11.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,06.06.2024,23.12.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,06.06.2025,23.12.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,06.07.2024,22.01.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,06.08.2024,22.02.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,06.09.2024,25.03.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,06.10.2024,24.04.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,06.11.2024,25.05.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,06.12.2024,24.06.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,07.01.2024,25.07.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,07.01.2025,26.07.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,07.02.2024,25.08.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,07.02.2025,26.08.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,07.03.2024,23.09.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,07.03.2025,23.09.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,07.04.2024,24.10.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,07.04.2025,24.10.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,07.05.2024,23.11.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,07.05.2025,23.11.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,07.06.2024,24.12.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,07.06.2025,24.12.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,07.07.2024,23.01.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,07.08.2024,23.02.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,07.09.2024,26.03.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,07.10.2024,25.04.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,07.11.2024,26.05.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,07.12.2024,25.06.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,08.01.2024,26.07.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,08.01.2025,27.07.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,08.02.2024,26.08.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,08.02.2025,27.08.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,08.03.2024,24.09.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,08.03.2025,24.09.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,08.04.2024,25.10.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,08.04.2025,25.10.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,08.05.2024,24.11.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,08.05.2025,24.11.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,08.06.2024,25.12.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,08.06.2025,25.12.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,08.07.2024,24.01.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,08.08.2024,24.02.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,08.09.2024,27.03.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,08.10.2024,26.04.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,08.11.2024,27.05.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,08.12.2024,26.06.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,09.01.2024,27.07.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,09.01.2025,28.07.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,09.02.2024,27.08.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,09.02.2025,28.08.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,09.03.2024,25.09.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,09.03.2025,25.09.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,09.04.2024,26.10.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,09.04.2025,26.10.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,09.05.2024,25.11.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,09.05.2025,25.11.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,09.06.2024,26.12.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,09.06.2025,26.12.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,09.07.2024,25.01.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,09.08.2024,25.02.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,09.09.2024,28.03.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,09.10.2024,27.04.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,09.11.2024,28.05.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,09.12.2024,27.06.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,10.01.2024,28.07.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,10.01.2025,29.07.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,10.02.2024,28.08.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,10.02.2025,29.08.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,10.03.2024,26.09.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,10.03.2025,26.09.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,10.04.2024,27.10.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,10.04.2025,27.10.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,10.05.2024,26.11.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,10.05.2025,26.11.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,10.06.2024,27.12.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,10.06.2025,27.12.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,10.07.2024,26.01.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,10.08.2024,26.02.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,10.09.2024,29.03.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,10.10.2024,28.04.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,10.11.2024,29.05.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,10.12.2024,28.06.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,11.01.2024,29.07.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,11.01.2025,30.07.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,11.02.2024,29.08.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,11.02.2025,30.08.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,11.03.2024,27.09.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,11.03.2025,27.09.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,11.04.2024,28.10.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,11.04.2025,28.10.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,11.05.2024,27.11.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,11.05.2025,27.11.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,11.06.2024,28.12.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,11.06.2025,28.12.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,11.07.2024,27.01.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,11.08.2024,27.02.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,11.09.2024,30.03.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,11.10.2024,29.04.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,11.11.2024,30.05.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,11.12.2024,29.06.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,12.01.2024,30.07.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,12.01.2025,31.07.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,12.02.2024,30.08.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,12.02.2025,31.08.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,12.03.2024,28.09.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,12.03.2025,28.09.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,12.04.2024,29.10.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,12.04.2025,29.10.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,12.05.2024,28.11.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,12.05.2025,28.11.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,12.06.2024,29.12.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,12.06.2025,29.12.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,12.07.2024,28.01.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,12.08.2024,28.02.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,12.09.2024,31.03.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,12.10.2024,30.04.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,12.11.2024,31.05.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,12.12.2024,30.06.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,13.01.2024,31.07.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,13.01.2025,01.08.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,13.02.2024,31.08.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,13.02.2025,01.09.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,13.03.2024,29.09.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,13.03.2025,29.09.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,13.04.2024,30.10.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,13.04.2025,30.10.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,13.05.2024,29.11.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,13.05.2025,29.11.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,13.06.2024,30.12.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,13.06.2025,30.12.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,13.07.2024,29.01.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,13.08.2024,01.03.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,13.09.2024,01.04.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,13.10.2024,01.05.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,13.11.2024,01.06.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,13.12.2024,01.07.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,14.01.2024,01.08.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,14.01.2025,02.08.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,14.02.2024,01.09.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,14.02.2025,02.09.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,14.03.2024,30.09.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,14.03.2025,30.09.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,14.04.2024,31.10.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,14.04.2025,31.10.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,14.05.2024,30.11.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,14.05.2025,30.11.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,14.06.2024,31.12.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,14.06.2025,31.12.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,14.07.2024,30.01.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,14.08.2024,02.03.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,14.09.2024,02.04.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,14.10.2024,02.05.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,14.11.2024,02.06.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,14.12.2024,02.07.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,15.01.2024,02.08.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,15.01.2025,03.08.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,15.02.2024,02.09.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,15.02.2025,03.09.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,15.03.2024,01.10.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,15.03.2025,01.10.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,15.04.2024,01.11.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,15.04.2025,01.11.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,15.05.2024,01.12.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,15.05.2025,01.12.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,15.06.2024,01.01.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,15.06.2025,01.01.2026,AMD;TSM;AVGO;INTC;QQQ
NVDA,15.07.2024,31.01.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,15.08.2024,03.03.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,15.09.2024,03.04.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,15.10.2024,03.05.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,15.11.2024,03.06.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,15.12.2024,03.07.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,16.01.2024,03.08.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,16.01.2025,04.08.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,16.02.2024,03.09.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,16.02.2025,04.09.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,16.03.2024,02.10.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,16.03.2025,02.10.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,16.04.2024,02.11.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,16.04.2025,02.11.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,16.05.2024,02.12.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,16.05.2025,02.12.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,16.06.2024,02.01.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,16.07.2024,01.02.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,16.08.2024,04.03.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,16.09.2024,04.04.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,16.10.2024,04.05.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,16.11.2024,04.06.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,16.12.2024,04.07.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,17.01.2024,04.08.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,17.01.2025,05.08.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,17.02.2024,04.09.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,17.02.2025,05.09.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,17.03.2024,03.10.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,17.03.2025,03.10.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,17.04.2024,03.11.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,17.04.2025,03.11.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,17.05.2024,03.12.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,17.05.2025,03.12.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,17.06.2024,03.01.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,17.07.2024,02.02.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,17.08.2024,05.03.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,17.09.2024,05.04.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,17.10.2024,05.05.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,17.11.2024,05.06.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,17.12.2024,05.07.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,18.01.2024,05.08.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,18.01.2025,06.08.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,18.02.2024,05.09.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,18.02.2025,06.09.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,18.03.2024,04.10.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,18.03.2025,04.10.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,18.04.2024,04.11.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,18.04.2025,04.11.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,18.05.2024,04.12.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,18.05.2025,04.12.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,18.06.2024,04.01.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,18.07.2024,03.02.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,18.08.2024,06.03.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,18.09.2024,06.04.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,18.10.2024,06.05.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,18.11.2024,06.06.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,18.12.2024,06.07.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,19.01.2024,06.08.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,19.01.2025,07.08.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,19.02.2024,06.09.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,19.02.2025,07.09.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,19.03.2024,05.10.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,19.03.2025,05.10.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,19.04.2024,05.11.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,19.04.2025,05.11.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,19.05.2024,05.12.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,19.05.2025,05.12.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,19.06.2024,05.01.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,19.07.2024,04.02.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,19.08.2024,07.03.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,19.09.2024,07.04.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,19.10.2024,07.05.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,19.11.2024,07.06.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,19.12.2024,07.07.2025,AMD;TSM;AVGO;INTC;QQQ
NVDA,20.01.2024,07.08.2024,AMD;TSM;AVGO;INTC;QQQ
NVDA,20.01.2025,08.08.2025,AMD;TSM;AVGO;INTC;QQQ
